day,utm_source,utm_medium,utm_campaign,utm_content,Total users,First time purchasers,New users,Bounce rate,Sessions,Engaged sessions,Purchase revenue,Purchases
2024-09-08,criteo,display,retargeting_campaign,ad_group_h,129,30,44,47.42,186,136,1253.57,47
2024-09-09,google,ppc,search_campaign,ad_group_b,337,34,20,60.31,429,321,2027.87,2
2024-09-09,yahoo,ppc,native_ads_campaign,ad_group_d,274,54,105,32.35,431,358,257.04,84
2024-09-09,facebook,social,engagement_campaign,ad_group_e,435,62,213,68.95,486,433,342.74,91
2024-09-09,criteo,display,retargeting_campaign,ad_group_g,468,94,67,52.24,887,720,4406.15,59
2024-09-10,google,ppc,search_campaign,ad_group_b,464,38,182,62.46,652,602,1963.82,29
2024-09-10,yahoo,ppc,native_ads_campaign,ad_group_c,66,11,13,66.0,79,47,1219.94,7
2024-09-10,facebook,social,engagement_campaign,ad_group_f,285,20,25,50.8,478,335,2386.42,13
2024-09-10,criteo,display,retargeting_campaign,ad_group_g,306,75,45,21.45,536,296,2920.41,128
2024-09-11,google,ppc,search_campaign,ad_group_b,56,10,13,73.88,112,71,1680.73,13
2024-09-11,yahoo,ppc,native_ads_campaign,ad_group_d,157,23,70,67.62,176,162,2741.46,24
2024-09-11,facebook,social,engagement_campaign,ad_group_f,442,100,188,59.87,617,310,1241.17,40
2024-09-11,criteo,display,retargeting_campaign,ad_group_g,276,38,138,74.38,331,328,1838.78,29
2024-09-12,google,ppc,search_campaign,ad_group_a,101,19,39,47.94,134,132,3897.03,24
2024-09-12,yahoo,ppc,native_ads_campaign,ad_group_c,319,17,112,37.79,445,445,1113.07,5
2024-09-12,facebook,social,engagement_campaign,ad_group_f,288,71,90,71.19,474,313,1612.95,127
2024-09-12,criteo,display,retargeting_campaign,ad_group_h,373,91,81,53.6,468,452,4508.97,90
2024-09-13,google,ppc,search_campaign,ad_group_b,64,12,22,61.38,69,55,2754.53,8
2024-09-13,yahoo,ppc,native_ads_campaign,ad_group_c,96,7,45,75.3,103,102,2117.82,1
2024-09-13,facebook,social,engagement_campaign,ad_group_e,413,8,144,51.48,628,353,2091.13,12
2024-09-13,criteo,display,retargeting_campaign,ad_group_g,457,100,186,72.58,718,519,891.17,149
2024-09-14,google,ppc,search_campaign,ad_group_a,390,19,61,23.42,562,550,1822.94,6
2024-09-14,yahoo,ppc,native_ads_campaign,ad_group_c,275,40,91,28.76,304,197,3770.56,70
2024-09-14,facebook,social,engagement_campaign,ad_group_f,87,14,34,23.71,132,129,4691.71,25
2024-09-14,criteo,display,retargeting_campaign,ad_group_g,308,15,144,77.21,385,207,1826.29,6
2024-09-15,google,ppc,search_campaign,ad_group_b,158,17,78,70.23,162,146,313.8,18
2024-09-15,yahoo,ppc,native_ads_campaign,ad_group_d,388,94,105,20.68,652,567,339.94,88
2024-09-15,facebook,social,engagement_campaign,ad_group_f,314,50,104,27.12,417,318,807.7,7
2024-09-15,criteo,display,retargeting_campaign,ad_group_h,63,7,14,54.54,95,78,1447.33,14
2024-09-16,google,ppc,search_campaign,ad_group_b,453,60,116,66.0,618,496,2808.5,13
2024-09-16,yahoo,ppc,native_ads_campaign,ad_group_d,320,6,66,49.56,391,314,1234.22,3
2024-09-16,facebook,social,engagement_campaign,ad_group_e,157,5,34,48.77,299,236,4010.08,10
2024-09-16,criteo,display,retargeting_campaign,ad_group_h,129,20,31,59.42,135,76,2193.54,1
2024-09-17,google,ppc,search_campaign,ad_group_b,319,6,20,43.69,358,240,4994.74,7
2024-09-17,yahoo,ppc,native_ads_campaign,ad_group_d,422,65,187,52.98,796,714,3077.19,7
2024-09-17,facebook,social,engagement_campaign,ad_group_f,402,28,196,58.92,764,387,3695.5,35
2024-09-17,criteo,display,retargeting_campaign,ad_group_g,287,34,25,76.74,290,167,4704.79,13
2024-09-18,google,ppc,search_campaign,ad_group_b,361,19,156,71.59,668,391,3864.56,36
2024-09-18,yahoo,ppc,native_ads_campaign,ad_group_c,402,61,98,64.61,407,394,2578.69,24
2024-09-18,facebook,social,engagement_campaign,ad_group_f,235,6,55,68.6,455,452,1171.75,8
2024-09-18,criteo,display,retargeting_campaign,ad_group_h,202,26,44,57.94,402,384,1053.33,37
2024-09-19,google,ppc,search_campaign,ad_group_b,304,62,68,29.34,388,212,757.85,41
2024-09-19,yahoo,ppc,native_ads_campaign,ad_group_d,314,60,122,77.5,459,266,3099.52,78
2024-09-19,facebook,social,engagement_campaign,ad_group_f,81,8,18,68.72,91,58,4803.93,3
2024-09-19,criteo,display,retargeting_campaign,ad_group_h,471,20,225,71.63,824,785,4022.95,35
2024-09-20,google,ppc,search_campaign,ad_group_a,155,16,44,37.41,172,170,2986.29,30
2024-09-20,yahoo,ppc,native_ads_campaign,ad_group_c,82,11,39,22.84,130,76,3010.0,19
2024-09-20,facebook,social,engagement_campaign,ad_group_e,58,10,11,75.8,70,38,1519.03,7
2024-09-20,criteo,display,retargeting_campaign,ad_group_g,487,102,161,77.67,894,843,4197.43,109
2024-09-21,google,ppc,search_campaign,ad_group_a,175,42,52,37.07,220,184,3868.34,4
2024-09-21,yahoo,ppc,native_ads_campaign,ad_group_d,242,8,82,45.88,303,205,3896.24,13
2024-09-21,facebook,social,engagement_campaign,ad_group_f,392,65,81,66.39,488,276,1070.25,38
2024-09-21,criteo,display,retargeting_campaign,ad_group_g,339,17,129,34.66,534,349,4460.26,3
2024-09-22,google,ppc,search_campaign,ad_group_b,245,37,85,60.89,430,230,3270.42,28
2024-09-22,yahoo,ppc,native_ads_campaign,ad_group_d,263,51,73,65.63,359,294,2640.73,64
2024-09-22,facebook,social,engagement_campaign,ad_group_e,313,62,32,44.86,553,357,1839.72,90
2024-09-22,criteo,display,retargeting_campaign,ad_group_g,490,12,150,27.58,611,378,4736.91,1
2024-09-23,google,ppc,search_campaign,ad_group_a,51,11,15,28.28,77,66,1453.3,20
2024-09-23,yahoo,ppc,native_ads_campaign,ad_group_c,389,53,152,78.53,776,388,734.58,66
2024-09-23,facebook,social,engagement_campaign,ad_group_e,200,23,30,38.41,205,186,931.43,39
2024-09-23,criteo,display,retargeting_campaign,ad_group_g,76,8,25,73.65,131,74,4502.91,3
2024-09-24,google,ppc,search_campaign,ad_group_b,52,6,21,71.77,79,62,922.39,1
2024-09-24,yahoo,ppc,native_ads_campaign,ad_group_d,496,75,29,70.94,621,346,3374.19,44
2024-09-24,facebook,social,engagement_campaign,ad_group_e,466,110,43,34.32,721,499,441.37,183
2024-09-24,criteo,display,retargeting_campaign,ad_group_g,129,20,55,44.43,193,123,3716.09,8
2024-09-25,google,ppc,search_campaign,ad_group_b,467,85,198,40.76,473,420,3691.09,83
2024-09-25,yahoo,ppc,native_ads_campaign,ad_group_d,263,36,118,22.84,432,340,1614.57,10
2024-09-25,facebook,social,engagement_campaign,ad_group_f,73,6,12,43.31,138,86,2003.96,9
2024-09-25,criteo,display,retargeting_campaign,ad_group_g,428,80,58,24.51,707,500,4070.12,47
2024-09-26,google,ppc,search_campaign,ad_group_b,213,17,88,32.06,312,293,2066.2,11
2024-09-26,yahoo,ppc,native_ads_campaign,ad_group_d,474,57,32,78.25,677,393,2412.98,17
2024-09-26,facebook,social,engagement_campaign,ad_group_e,456,89,150,48.7,572,359,1749.66,36
2024-09-26,criteo,display,retargeting_campaign,ad_group_g,260,54,42,60.29,389,222,1539.1,3
2024-09-27,google,ppc,search_campaign,ad_group_a,248,60,123,77.22,372,194,3323.83,79
2024-09-27,yahoo,ppc,native_ads_campaign,ad_group_d,53,13,15,57.47,80,66,642.74,15
2024-09-27,facebook,social,engagement_campaign,ad_group_f,322,30,149,26.19,352,306,278.76,37
2024-09-27,criteo,display,retargeting_campaign,ad_group_h,390,60,140,39.93,559,428,4275.61,119
2024-09-28,google,ppc,search_campaign,ad_group_a,201,42,97,46.78,214,204,3393.26,2
2024-09-28,yahoo,ppc,native_ads_campaign,ad_group_c,486,32,179,27.79,915,831,3798.93,62
2024-09-28,facebook,social,engagement_campaign,ad_group_e,495,45,118,76.05,722,431,2913.6,29
2024-09-28,criteo,display,retargeting_campaign,ad_group_h,461,11,49,67.9,497,352,194.58,11
2024-09-29,google,ppc,search_campaign,ad_group_b,250,28,117,24.81,391,302,1545.36,3
2024-09-29,yahoo,ppc,native_ads_campaign,ad_group_c,225,7,107,70.5,236,212,3352.77,14
2024-09-29,facebook,social,engagement_campaign,ad_group_f,455,30,124,62.15,890,751,750.46,30
2024-09-29,criteo,display,retargeting_campaign,ad_group_g,368,26,131,69.71,565,374,1785.58,52
2024-09-30,google,ppc,search_campaign,ad_group_b,67,7,28,65.14,93,52,1146.9,11
2024-09-30,yahoo,ppc,native_ads_campaign,ad_group_c,349,32,98,76.62,570,401,4245.6,13
2024-09-30,facebook,social,engagement_campaign,ad_group_f,397,88,54,71.24,400,220,4689.44,56
2024-09-30,criteo,display,retargeting_campaign,ad_group_g,457,105,184,77.92,813,675,1191.48,133
